Measurement #,Actual Engine Torque Static at Clutch (Nm),Air Temperature Sensor Voltage[HFM] (V),Air Temperature Sensor Voltage[ICO_DOWN] (V),Averaged Signal Voltage of Fuel Pressure Sensor (V),Battery Temperature (degree C),Blower Switch (   ),Coolant Temperature-ENG_Block (degree C),Coolant Temperature-ENG_Head (degree C),Coolant Temperature(Voltage)-ENG_Block (V),Coolant Temperature(Voltage)-ENG_Head (V),Cruise Control State (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[0] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[1] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[2] (   ),Cylinder Balancing Multiple Fuel Mass Correction Value-Cyl[3] (   ),Elec. Fuel Pump Relay (   ),Electrical Fuel Heater Relay Activated (   ),Engine Cooling Fan State (   ),Engine Operating State (   ),Engine Speed (rpm),Exhaust Temperature Sensor 0 Value-Upstream of the Turbo (degree C),Exhaust Temperature Sensor 0 Voltage-Upstream of the Turbo (V),Exhaust Temperature Sensor 1 Value-Upstream of Oxidation Catalyst (degree C),Exhaust Temperature Sensor 1 Voltage-Upstream of Oxidation Catalyst (V),Exhaust Temperature Sensor 2 Value-Upstream of DPF (degree C),Exhaust Temperature Sensor 2 Voltage-Upstream of DPF (V),Exhaust Temperature Sensor 3 Value-Upstream of the SCR (degree C),Exhaust Temperature Sensor 3 Voltage-Upstream of the SCR (V),Filtered Voltage from the Raw Voltage of Water in Fuel Analog Sensor (V),Fuel Correction by Injector Code-Cyl #1 (mg/stroke),Fuel Correction by Injector Code-Cyl #2 (mg/stroke),Fuel Correction by Injector Code-Cyl #3 (mg/stroke),Fuel Correction by Injector Code-Cyl #4 (mg/stroke),Fuel Pressure Set Point Value (MPa),Fuel Pressure Setpoint Maximum Limitation (MPa),Fuel Quantity (mg/stroke),Fuel Temperature Sensor (degree C),Gearbox Neutral Position Status Signal (   ),Immobilizer Status (   ),Intake Gas Temperature at HFM (degree C),Intake Gas Temperature Downstream Intercooler (degree C),Maximal Injection Time (ms),Oil Temperature (degree C),On-board Diagnosis State of the Gearbox by Gearbox Control Unit (   ),Oxygen Sensor Temperture 1 (Upstream) (degree C),Oxygen Sensor Temperture 2 (Downstream) (degree C),Position of Boost Pressure Actuator (%),Rail Pressure (MPa),Raw Voltage of Boost Pressure Sensor (V),Setpoint for the MAIN Injection Quantity (mg/stroke),Setpoint for the POST Injections Quantity[0] (mg/stroke),Setpoint for the POST Injections Quantity[1] (mg/stroke),Setpoint for the POST Injections Quantity[2] (mg/stroke),Setpoint for the PREV Injections Quantity[1] (mg/stroke),Setpoint for the PREV Injections Quantity[2] (mg/stroke),Speed Sensor Information Input State (   ),State of Charge (%),State of Function (V),State of Health (%),Status of Aftersales Particulate Filter Regeneration Process (   ),Status of Glow Control Unit (   ),Time Based Fuel Consumption (L/h),Value of Actual Absolute Brake Boost Pressure (hPa),Vehicle Speed (km/h),Voltage from Differential Pressure Sensor on EGR Valve (V),Voltage from Differential Pressure Sensor on Particulate Filter (V),Voltage Raw Value of Fuel Temperature (V)
203,-8,2.427,2.158,1.458,24.750,ON,99.727,94.578,0.414,0.358,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2368,180.725,1.255,224.850,1.342,400.537,1.642,355.912,1.571,0,-0.608,0.912,0,-0.912,64.319,210.004,3.336,39,OFF,Learnt,21.289,26.633,8,104,0,799.812,799.812,71.544,64.203,1.787,1.732,0,0,0,1,1.100,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.352,930.497,132,1.117,1.112,1.656
204,3.375,2.423,2.164,1.505,24.750,ON,99.836,94.125,0.419,0.356,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2357,184.412,1.261,225.475,1.342,390.975,1.628,355.162,1.570,0,-0.608,0.912,0,-0.912,67.969,210.004,5.280,39,OFF,Learnt,21.359,26.500,8,104,0,801.500,801.500,75.380,68.048,1.946,3.240,0,0,0,1,1.144,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.323,931.658,132,1.041,1.062,1.655
205,17.500,2.417,2.166,1.587,24.750,ON,99.836,93.789,0.422,0.356,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2356,202.162,1.295,229.287,1.349,380.662,1.611,354.350,1.569,0,-0.608,0.912,0,-0.912,72.302,210.004,7.836,39,OFF,Learnt,21.484,26.477,8,104,0,799.812,799.812,59.085,72.253,1.912,5.236,0.812,0,0,1.020,1.236,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.298,930.497,132,1.101,1.094,1.658
206,32.750,2.416,2.170,1.715,24.750,ON,99.609,93.461,0.426,0.359,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2357,226.725,1.340,233.850,1.357,370.475,1.595,354.350,1.569,0,-0.608,0.912,0,-0.912,80.542,210.004,9.912,39,OFF,Learnt,21.508,26.367,8,104,0,801.500,799.812,63.216,80.286,2.067,6.644,1.028,0,0,1.064,1.304,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.276,931.658,132,1.161,1.135,1.658
207,56.250,2.419,2.178,1.961,24.750,ON,99.836,93.125,0.430,0.356,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2350,250.850,1.388,239.100,1.367,358.975,1.577,354.350,1.569,0,-0.608,0.912,0,-0.912,96.045,210.004,12.356,39,OFF,Learnt,21.430,26.211,8,104,0,799.812,799.812,58.514,95.624,2.106,9.036,1.368,0,0,1.100,1.380,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.258,931.658,132,1.172,1.151,1.660
208,79,2.419,2.179,2.165,24.750,ON,99.500,92.789,0.433,0.360,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2347,274.412,1.429,244.350,1.378,348.287,1.560,355.162,1.570,0,-0.608,0.912,0,-0.912,111.517,210.004,15.600,39,OFF,Learnt,21.430,26.188,8,104,0,801.500,801.500,56.662,111.237,2.126,12.076,1.476,0,0,1.100,1.400,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.233,931.658,132,1.169,1.157,1.659
209,94.125,2.423,2.180,2.267,24.750,ON,99.609,92.336,0.438,0.359,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2346,303.725,1.481,252.850,1.394,336.475,1.542,355.912,1.571,0,-0.608,0.912,0,-0.912,118.292,210.004,18.636,39,OFF,Learnt,21.359,26.156,8,103,0,799.812,799.812,56.455,118.207,2.202,14.956,1.544,0,0,1.100,1.416,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.226,931.658,131,1.213,1.167,1.660
210,109.875,2.426,2.179,2.406,24.750,ON,99.391,92.117,0.441,0.361,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2354,353.600,1.567,263.662,1.411,327.600,1.526,356.662,1.572,0,-0.608,0.912,0,-0.912,127.527,210.004,21.548,39,OFF,Learnt,21.312,26.188,8,103,0,801.500,801.500,54.962,127.277,2.260,17.548,1.660,0,0,1.100,1.460,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.222,931.658,132,1.230,1.161,1.660
211,115,2.428,2.173,2.459,24.750,ON,99.164,91.891,0.443,0.364,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2353,435.912,1.693,275.787,1.434,318.162,1.511,358.225,1.573,0,-0.608,0.912,0,-0.912,132.214,210.004,22.184,39,OFF,Learnt,21.258,26.320,8,103,0,801.500,799.812,55.107,132.092,2.262,18.600,1.216,0,0,1.100,1.460,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.219,931.658,132,1.246,1.173,1.663
212,123.250,2.430,2.166,2.523,24.750,ON,99.055,91.781,0.444,0.365,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2353,515.350,1.803,287.537,1.455,310.912,1.497,358.975,1.576,0,-0.608,0.912,0,-0.912,136.078,210.004,23.224,39,OFF,Learnt,21.211,26.477,8,103,0,801.500,799.812,55.595,135.980,2.349,19.992,0.860,0,0,1.100,1.460,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.215,931.658,132,1.238,1.168,1.663
213,139.250,2.432,2.155,2.640,24.750,ON,98.938,91.555,0.447,0.366,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2357,518.162,1.814,298.037,1.473,305.162,1.488,359.725,1.577,0,-0.608,0.912,0,-0.912,143.793,210.004,25.600,39,OFF,Learnt,21.188,26.711,8,103,0,801.500,801.500,55.948,143.781,2.579,23.296,0,0,0,1.100,1.460,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.219,931.658,132,1.228,1.191,1.664
214,151.750,2.434,2.146,2.717,24.750,ON,98.719,91.555,0.447,0.369,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2354,465.850,1.736,309.475,1.493,300.100,1.478,360.475,1.578,0,-0.608,0.912,0,-0.912,149.115,210.004,27.456,39,OFF,Learnt,21.141,26.898,8,103,0,799.812,801.500,56.812,149.048,2.683,25.132,0,0,0,1.100,1.460,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.226,931.658,132,1.293,1.218,1.666
215,164,2.435,2.131,2.765,24.750,ON,98.492,91.445,0.448,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2360,497.037,1.802,319.600,1.510,297.350,1.473,361.287,1.580,0,-0.608,0.912,0,-0.912,153.131,210.004,28.716,39,OFF,Learnt,21.117,27.211,8,103,0,801.500,801.500,57.094,152.973,2.770,26.096,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.233,931.658,132,1.331,1.226,1.665
216,167.125,2.438,2.114,2.785,24.750,ON,98.492,91.445,0.448,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2362,559.100,1.859,327.600,1.525,295.912,1.471,362.037,1.581,0,-0.608,0.912,0,-0.912,154.566,210.004,29.144,39,OFF,Learnt,21.062,27.586,8,103,0,799.812,801.500,57.019,154.797,2.853,26.348,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.240,931.658,132,1.339,1.207,1.666
217,166.625,2.439,2.100,2.790,24.750,ON,98.492,91.555,0.447,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2368,574.787,1.858,334.225,1.534,295.225,1.470,362.037,1.581,0,-0.608,0.912,0,-0.912,154.828,210.004,29.096,39,OFF,Learnt,21.039,27.898,8,103,0,801.500,801.500,55.667,154.822,2.792,26.380,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.248,931.658,132,1.370,1.202,1.667
218,163.250,2.440,2.084,2.780,24.750,ON,98.383,91.445,0.448,0.372,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2367,553.287,1.852,339.412,1.543,296.600,1.471,362.037,1.581,0,-0.608,0.912,0,-0.912,153.894,210.004,28.728,38,OFF,Learnt,21.016,28.242,8,103,0,799.812,799.812,55.956,153.723,2.777,26.256,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.255,931.658,133,1.323,1.204,1.667
219,158.375,2.443,2.068,2.765,24.750,ON,98.492,91.555,0.447,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2371,899.975,2.722,343.850,1.550,298.037,1.475,361.287,1.580,0,-0.608,0.912,0,-0.912,152.985,210.004,28.164,38,OFF,Learnt,20.969,28.586,8,103,0,801.500,801.500,55.244,152.936,2.694,25.628,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.262,931.658,133,1.301,1.228,1.669
220,154.125,2.440,2.057,2.739,24.750,ON,98.383,91.781,0.444,0.372,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2378,899.975,2.731,346.850,1.556,301.537,1.479,359.725,1.577,0,-0.608,0.912,0,-0.912,151.575,210.004,27.492,38,OFF,Learnt,21.016,28.820,8,102,0,799.812,799.812,54.463,151.575,2.637,24.720,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.266,931.658,133,1.320,1.219,1.670
221,135.125,2.440,2.047,2.629,24.750,ON,98.266,91.664,0.446,0.374,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,899.975,2.717,349.787,1.560,305.162,1.487,358.225,1.575,0,-0.608,0.912,0,-0.912,146.234,210.004,24.140,38,OFF,Learnt,21.016,29.031,8,102,0,799.812,799.812,60.585,146.253,2.686,20.708,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.266,931.658,133,1.301,1.183,1.670
222,156,2.439,2.039,2.681,24.750,ON,98.383,91.555,0.447,0.372,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2369,592.850,1.901,347.600,1.558,309.475,1.493,356.662,1.572,0,-0.608,0.912,0,-0.912,143.549,210.004,28.016,38,OFF,Learnt,21.039,29.219,8,102,0,799.812,801.500,52.400,142.926,2.839,25.488,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.269,931.658,133,1.306,1.191,1.670
223,158.375,2.441,2.026,2.734,24.750,ON,98.492,91.555,0.447,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2359,825.287,2.152,346.850,1.556,313.100,1.499,355.162,1.570,0,-0.608,0.912,0,-0.912,152.374,210.004,28.116,38,OFF,Learnt,20.992,29.484,8,102,0,801.500,799.812,61.644,152.344,2.651,22.856,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.276,931.658,133,1.276,1.201,1.671
224,162.375,2.440,2.021,2.680,24.750,ON,98.492,91.555,0.447,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2368,778.037,2.100,345.350,1.555,318.162,1.508,352.850,1.567,0,-0.608,0.912,0,-0.912,137.232,210.004,28.816,38,OFF,Learnt,21.016,29.586,8,102,0,799.812,799.812,53.966,135.657,3.153,26.476,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.284,931.658,132,1.311,1.202,1.671
225,103.875,2.443,2.009,2.595,24.750,ON,98.492,91.664,0.446,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2361,725.975,2.050,343.100,1.550,321.787,1.514,351.287,1.564,0,-0.608,0.912,0,-0.912,129.352,210.004,29.468,38,OFF,Learnt,20.969,29.852,8,102,0,799.812,799.812,53.673,128.204,3.030,27.436,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.276,931.658,132,1.282,1.180,1.672
226,176.250,2.443,2.000,2.769,24.750,ON,98.602,91.664,0.446,0.370,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2391,834.475,2.156,338.662,1.544,325.350,1.521,348.287,1.559,0,-0.608,0.912,0,-0.912,149.677,210.004,31.080,38,OFF,Learnt,20.969,30.070,8,102,0,803.750,801.500,72.331,149.371,2.750,28.836,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.269,931.658,132,1.362,1.215,1.671
227,188.250,2.444,1.987,2.822,24.750,ON,98.602,91.555,0.447,0.370,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2370,614.412,1.904,336.475,1.539,329.037,1.526,346.100,1.555,0,-0.608,0.912,0,-0.912,155.127,210.004,32.756,38,OFF,Learnt,20.945,30.375,8,102,0,801.500,801.500,54.178,154.981,3.193,30.212,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.273,931.658,133,1.410,1.244,1.672
228,181.250,2.445,1.974,2.799,24.750,ON,98.492,91.664,0.446,0.371,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2368,859.912,2.102,337.225,1.541,332.037,1.532,343.850,1.552,0,-0.608,0.912,0,-0.912,153.235,210.004,31.768,38,OFF,Learnt,20.914,30.703,8,102,0,801.500,799.812,53.966,153.424,2.800,28.980,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.284,931.658,133,1.348,1.212,1.674
229,178.500,2.445,1.964,2.766,24.750,OFF,98.719,91.781,0.444,0.369,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2368,834.475,2.156,337.975,1.542,334.225,1.536,341.662,1.548,0,-0.608,0.912,0,-0.912,149.494,210.004,31.232,38,OFF,Learnt,20.914,30.945,8,102,0,801.500,799.812,62.714,148.572,2.869,28.740,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.294,931.658,133,1.407,1.259,1.674
230,177.500,2.445,1.953,2.760,24.750,OFF,98.719,91.891,0.443,0.369,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2359,812.287,2.156,338.662,1.543,336.475,1.539,338.662,1.544,0,-0.608,0.912,0,-0.912,153.931,210.004,27.040,38,OFF,Learnt,20.914,31.211,8,102,0,801.500,801.500,62.790,154.889,2.854,25.408,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.302,931.658,133,1.392,1.229,1.674
231,155.625,2.444,1.942,2.724,24.750,ON,98.719,92,0.442,0.369,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2375,829.225,2.151,338.662,1.543,337.975,1.542,336.475,1.539,0,-0.608,0.912,0,-0.912,153.125,210.004,27.532,38,OFF,Learnt,20.945,31.484,8,102,0,801.500,801.500,65.570,152.796,2.770,23.348,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.309,931.658,133,1.407,1.207,1.675
232,171.500,2.445,1.935,2.786,24.750,ON,98.719,92,0.442,0.369,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2380,823.912,2.128,337.975,1.542,339.412,1.544,334.225,1.536,0,-0.608,0.912,0,-0.912,153.595,210.004,29.244,38,OFF,Learnt,20.914,31.664,8,102,0,799.812,799.812,54.816,153.607,2.722,26.600,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.316,931.658,133,1.335,1.228,1.675
233,160,2.444,1.929,2.698,24.750,ON,98.719,92.117,0.441,0.369,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2374,831.850,2.162,338.662,1.543,340.162,1.545,332.037,1.532,0,-0.608,0.912,0,-0.912,149.255,210.004,27.960,38,OFF,Learnt,20.945,31.812,8,102,0,801.500,801.500,66.206,149.005,2.706,15.340,1.552,0,0,1.100,1.416,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.320,931.658,133,1.366,1.217,1.676
234,166,2.445,1.924,2.774,24.750,ON,98.938,92.227,0.439,0.366,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2373,609.225,1.920,337.225,1.541,340.162,1.545,329.787,1.530,0,-0.608,0.912,0,-0.912,152.252,210.004,28.872,38,OFF,Learnt,20.914,31.930,8,102,0,799.812,799.812,54.530,152.124,2.960,26.468,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.320,931.658,133,1.373,1.211,1.675
235,119.125,2.444,1.919,2.653,24.750,ON,99.055,92.227,0.439,0.365,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2367,803.287,2.106,338.662,1.543,340.912,1.547,328.350,1.526,0,-0.608,0.912,0,-0.912,131.641,210.004,28.924,38,OFF,Learnt,20.945,32.055,8,102,0,799.812,798.812,52.687,132.575,3.005,26.600,0,0,0,1.100,1.444,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.327,931.658,133,1.262,1.165,1.675
236,161.750,2.443,1.910,2.785,24.750,ON,99.164,92.227,0.439,0.364,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2381,863.975,2.183,340.162,1.544,340.912,1.547,326.100,1.522,0,-0.608,0.912,0,-0.912,153.662,210.004,28.860,38,OFF,Learnt,20.969,32.266,8,102,0,803.750,801.500,64.928,153.485,2.482,26.304,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.334,931.658,133,1.285,1.233,1.676
237,159.500,2.443,1.908,2.737,24.750,ON,99.164,92.227,0.439,0.364,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2367,833.162,2.167,340.162,1.545,340.912,1.547,323.912,1.519,0,-0.608,0.912,0,-0.912,149.304,210.004,28.680,38,OFF,Learnt,20.969,32.320,8,102,0,801.500,799.812,65.280,148.541,2.632,25.044,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.341,931.658,133,1.324,1.226,1.676
238,158.375,2.441,1.903,2.746,24.750,ON,99.391,92.117,0.441,0.361,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2394,843.725,2.164,339.412,1.544,340.912,1.547,322.475,1.516,0,-0.608,0.912,0,-0.912,151.532,210.004,28.464,38,OFF,Learnt,20.992,32.445,8,102,0,801.500,801.500,65.994,151.495,2.618,21.040,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.348,931.658,133,1.361,1.212,1.676
239,156.625,2.441,1.899,2.716,24.750,ON,99.391,92.117,0.441,0.361,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2379,659.100,2.125,337.975,1.542,341.662,1.547,321.037,1.514,0,-0.608,0.912,0,-0.912,149.988,210.004,27.044,38,OFF,Learnt,20.992,32.531,8,102,0,799.812,801.500,54.962,150.342,2.740,24.500,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.356,931.658,133,1.373,1.199,1.676
240,100.250,2.440,1.896,2.541,24.750,ON,99.391,92,0.442,0.361,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2362,812.287,2.119,340.162,1.545,341.662,1.548,318.850,1.511,0,-0.608,0.912,0,-0.912,124.799,210.004,28.060,38,OFF,Learnt,21.016,32.625,8,102,0,799.812,799.812,51.115,122.974,2.853,25.900,0,0,0,1.100,1.444,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.359,931.658,133,1.266,1.151,1.676
241,162.250,2.441,1.893,2.653,24.750,ON,99.391,92.117,0.441,0.361,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2378,831.850,2.120,338.662,1.543,340.912,1.547,318.162,1.509,0,-0.608,0.912,0,-0.912,133.527,210.004,28.904,38,OFF,Learnt,20.992,32.688,8,102,0,799.812,801.500,54.813,131.384,2.906,26.584,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.374,931.658,133,1.317,1.187,1.677
242,170.250,2.441,1.891,2.733,24.750,ON,99.500,91.891,0.443,0.360,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2377,817.412,2.114,335.725,1.539,341.662,1.548,316.725,1.506,0,-0.608,0.912,0,-0.912,144.891,210.004,29.764,38,OFF,Learnt,20.992,32.742,8,102,0,799.812,801.500,52.330,144.318,2.977,27.276,0,0,0,1.100,1.456,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.381,931.658,133,1.332,1.218,1.678
243,171.750,2.443,1.886,2.727,24.750,ON,99.500,92,0.442,0.360,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2372,874.975,2.109,333.475,1.534,340.912,1.548,314.537,1.503,0,-0.608,0.912,0,-0.912,138.251,210.004,30.288,38,OFF,Learnt,20.969,32.867,8,102,0,801.500,801.500,54.895,136.731,2.994,28.096,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.388,931.658,132,1.320,1.219,1.678
244,177.125,2.444,1.881,2.787,24.750,ON,99.609,92,0.442,0.359,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2376,839.725,2.161,331.287,1.531,340.912,1.547,313.850,1.501,0,-0.608,0.912,0,-0.912,151.721,210.004,30.820,38,OFF,Learnt,20.945,32.984,8,102,0,799.812,801.500,57.950,151.056,2.726,28.380,0,0,0,1.100,1.452,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.399,931.658,133,1.388,1.218,1.677
245,171.750,2.445,1.874,2.783,24.750,ON,99.727,92,0.442,0.358,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2377,522.850,1.818,331.287,1.531,340.912,1.547,312.350,1.499,0,-0.608,0.912,0,-0.912,152.783,210.004,29.692,38,OFF,Learnt,20.914,33.164,8,102,0,799.812,801.500,50.972,152.557,2.944,27.084,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.406,931.658,133,1.368,1.232,1.677
246,155.875,2.446,1.869,2.754,24.750,ON,99.609,91.891,0.443,0.359,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2384,532.225,1.825,334.225,1.536,340.912,1.547,311.662,1.498,0,-0.608,0.912,0,-0.912,153.027,210.004,27.656,38,OFF,Learnt,20.891,33.281,8,102,0,801.500,801.500,51.541,152.924,2.629,24.784,0,0,0,1.100,1.448,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.413,931.658,134,1.309,1.219,1.677
247,135.875,2.445,1.874,2.657,24.750,ON,99.609,92,0.442,0.359,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2388,537.787,1.832,341.662,1.545,340.912,1.547,310.225,1.495,0,-0.608,0.912,0,-0.912,146.338,210.004,24.720,38,OFF,Learnt,20.914,33.164,8,102,0,801.500,801.500,52.968,146.600,2.411,22.028,0,0,0,1.100,1.444,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.413,931.658,134,1.240,1.177,1.680
248,121.625,2.443,1.876,2.546,24.750,ON,99.609,92,0.442,0.359,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2390,541.600,1.829,345.350,1.554,340.162,1.545,309.475,1.494,0,-0.608,0.912,0,-0.912,138.757,210.004,22.788,38,OFF,Learnt,20.969,33.102,8,103,0,801.500,799.812,52.963,138.452,2.329,19.124,0.960,0,0,1.100,1.444,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.410,932.902,134,1.198,1.187,1.678
249,111.125,2.441,1.881,2.446,24.750,ON,99.836,92.117,0.441,0.356,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2384,523.787,1.814,349.037,1.559,340.162,1.545,308.787,1.493,0,-0.608,0.912,0,-0.912,132.062,210.004,21.328,38,OFF,Learnt,20.992,32.984,8,103,0,801.500,801.500,53.890,132.184,2.257,16.936,1.616,0,0,1.100,1.440,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.406,932.902,134,1.193,1.166,1.680
250,108.625,2.441,1.887,2.427,24.750,ON,99.836,92,0.442,0.356,Const Drive,1.000,1.000,1.000,1.000,ON,OFF,No Action,Part Load,2382,509.850,1.796,349.787,1.561,340.162,1.545,307.350,1.490,0,-0.608,0.912,0,-0.912,129.828,210.004,21.320,38,OFF,Learnt,20.992,32.836,8,103,0,801.500,799.812,53.961,129.724,2.257,17.100,1.624,0,0,1.100,1.444,CAN and Hardwired,82.812,9.550,99.609,0,OFF,8.402,931.658,133,1.176,1.163,1.680
